54,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
56,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
58,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
60,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.03,2.90,
62,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
64,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,3.87,
66,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
68,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,3.87,
70,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
72,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
74,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
76,0.22,21.59,0.22,21.59,0.22,21.59,0.22,21.91,0.21,21.27,0.04,3.87,
78,0.22,21.59,0.22,21.59,0.22,21.59,0.22,21.91,0.21,21.27,0.04,4.19,
80,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,4.19,
82,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
84,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
86,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
88,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,4.19,
90,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.03,3.22,
92,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
94,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
96,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
98,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
100,0.22,21.59,0.22,21.59,0.22,21.59,0.22,21.59,0.21,21.27,0.04,3.54,
102,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
104,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
106,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
108,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,3.54,
110,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
112,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
114,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
116,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
118,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
120,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
122,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,4.19,
124,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
126,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
128,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,4.19,
130,0.22,21.59,0.22,21.59,0.22,21.59,0.22,21.59,0.21,21.27,0.04,3.87,
132,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,4.19,
134,0.22,21.59,0.22,21.59,0.22,21.59,0.22,21.91,0.21,21.27,0.04,3.87,
136,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.59,0.21,20.95,0.04,4.19,
138,0.22,21.59,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
140,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
142,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.59,0.21,21.27,0.04,3.54,
144,0.22,21.59,0.22,21.59,0.22,21.59,0.22,21.91,0.21,21.27,0.05,4.51,
146,0.22,21.91,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
148,0.22,21.91,0.22,21.59,0.22,21.59,0.22,21.59,0.21,21.27,0.04,3.87,
150,0.22,21.91,0.22,21.59,0.22,21.59,0.22,21.59,0.21,21.27,0.04,3.87,
152,0.22,22.24,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
154,0.22,22.24,0.22,21.59,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
156,0.23,22.56,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
158,0.23,22.56,0.22,21.59,0.22,21.91,0.22,21.91,0.22,21.59,0.04,3.54,
160,0.23,22.56,0.22,21.91,0.22,22.24,0.22,21.91,0.21,21.27,0.04,3.87,
162,0.23,22.56,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
164,0.23,22.56,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
166,0.23,22.56,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
168,0.23,22.88,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
170,0.23,23.20,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,4.19,
172,0.23,22.88,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
174,0.23,23.20,0.22,22.24,0.22,22.24,0.22,21.91,0.21,21.27,0.04,4.19,
176,0.24,23.53,0.22,22.24,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.54,
178,0.24,23.53,0.22,21.91,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
180,0.24,23.53,0.22,22.24,0.22,22.24,0.22,21.91,0.22,21.59,0.04,3.54,
182,0.24,23.53,0.22,22.24,0.22,22.24,0.22,21.91,0.21,21.27,0.04,4.19,
184,0.24,23.85,0.22,22.24,0.22,21.91,0.22,21.91,0.21,21.27,0.04,3.87,
186,0.24,23.85,0.22,22.24,0.22,21.91,0.22,21.91,0.22,21.59,0.04,3.87,
188,0.24,23.85,0.22,22.24,0.22,22.24,0.22,21.91,0.22,21.59,0.04,3.87,
190,0.24,24.17,0.23,22.56,0.22,21.91,0.22,21.91,0.21,21.27,0.05,4.51,
192,0.24,24.17,0.23,22.56,0.22,22.24,0.22,21.91,0.21,21.27,0.04,3.87,
194,0.24,24.17,0.23,22.56,0.22,21.91,0.22,21.91,0.22,21.59,0.04,4.19,
196,0.24,24.49,0.23,22.56,0.22,22.24,0.22,21.91,0.21,21.27,0.04,3.87,
198,0.24,24.17,0.23,22.56,0.22,22.24,0.22,21.91,0.21,21.27,0.04,4.19,
200,0.24,24.49,0.23,22.56,0.22,22.24,0.22,21.91,0.21,21.27,0.04,3.54,
202,0.24,24.49,0.23,22.88,0.23,22.56,0.22,21.91,0.21,21.27,0.04,3.87,
204,0.25,24.81,0.23,22.88,0.23,22.56,0.22,21.91,0.21,21.27,0.04,3.87,
206,0.25,24.81,0.23,22.88,0.22,22.24,0.22,21.91,0.21,21.27,0.04,4.19,
208,0.25,24.81,0.23,22.88,0.23,22.56,0.22,21.91,0.22,21.59,0.04,4.19,
210,0.25,24.81,0.23,22.88,0.23,22.56,0.22,21.91,0.21,21.27,0.04,4.19,
212,0.25,24.81,0.23,23.20,0.22,22.24,0.22,21.91,0.21,21.27,0.04,3.87,
214,0.25,25.14,0.23,22.88,0.23,22.56,0.22,21.91,0.22,21.59,0.04,3.87,
216,0.25,25.14,0.23,23.20,0.23,22.56,0.22,21.91,0.21,21.27,0.04,3.87,
218,0.25,25.46,0.23,23.20,0.22,22.24,0.22,22.24,0.21,21.27,0.04,3.87,
220,0.26,25.78,0.23,23.20,0.23,22.56,0.22,21.91,0.21,21.27,0.03,3.22,
222,0.25,25.46,0.23,23.20,0.22,22.24,0.22,22.24,0.22,21.59,0.04,3.87,
224,0.25,25.46,0.24,23.53,0.23,22.88,0.22,22.24,0.21,21.27,0.04,3.87,
226,0.26,25.78,0.23,23.20,0.22,22.24,0.22,21.91,0.21,21.27,0.04,4.19,
228,0.26,25.78,0.24,23.53,0.23,22.56,0.22,22.24,0.22,21.59,0.04,3.87,
230,0.26,26.10,0.24,23.53,0.23,22.88,0.22,22.24,0.22,21.59,0.04,3.87,
232,0.26,26.10,0.24,23.53,0.23,22.56,0.22,21.91,0.22,21.59,0.04,3.54,
234,0.26,26.10,0.24,23.85,0.23,22.56,0.22,21.91,0.22,21.59,0.04,3.87,
236,0.26,26.10,0.24,23.53,0.23,22.56,0.22,22.24,0.21,21.27,0.04,3.87,
238,0.26,26.10,0.24,23.85,0.23,22.88,0.22,21.91,0.21,21.27,0.04,3.87,
240,0.26,26.10,0.24,23.85,0.23,22.88,0.22,22.24,0.22,21.59,0.04,3.87,
242,0.26,26.10,0.24,23.85,0.23,22.56,0.22,21.91,0.22,21.59,0.04,3.87,
244,0.26,26.43,0.24,24.17,0.23,22.88,0.22,22.24,0.21,21.27,0.04,3.87,
246,0.26,26.43,0.24,23.85,0.23,22.88,0.22,22.24,0.21,21.27,0.04,4.19,
248,0.26,26.43,0.24,23.85,0.23,22.88,0.22,21.91,0.22,21.59,0.04,4.19,
250,0.27,26.75,0.24,24.17,0.23,22.88,0.22,22.24,0.22,21.59,0.04,3.87,
252,0.27,26.75,0.24,24.17,0.23,23.20,0.22,22.24,0.22,21.59,0.04,3.54,
254,0.27,26.75,0.24,24.17,0.23,23.20,0.22,21.91,0.22,21.59,0.04,4.19,
256,0.27,27.07,0.24,24.17,0.23,22.88,0.22,22.24,0.22,21.59,0.03,3.22,
258,0.27,27.07,0.24,24.17,0.23,23.20,0.22,22.24,0.22,21.59,0.05,4.51,
260,0.27,26.75,0.24,24.17,0.23,22.88,0.22,22.24,0.21,21.27,0.04,3.54,
262,0.27,27.07,0.24,24.49,0.23,23.20,0.22,22.24,0.22,21.59,0.04,4.19,
264,0.27,27.07,0.24,24.49,0.23,23.20,0.22,22.24,0.22,21.59,0.04,3.87,
266,0.27,27.07,0.24,24.49,0.23,23.20,0.22,22.24,0.22,21.59,0.04,3.87,
268,0.27,27.39,0.25,24.81,0.23,23.20,0.22,22.24,0.22,21.59,0.04,3.54,
270,0.27,27.39,0.24,24.49,0.23,23.20,0.22,22.24,0.22,21.59,0.04,3.87,
272,0.27,27.39,0.25,24.81,0.24,23.53,0.23,22.56,0.22,21.59,0.04,3.54,
274,0.28,27.71,0.25,24.81,0.23,23.20,0.22,22.24,0.22,21.59,0.04,3.87,
276,0.28,27.71,0.25,24.81,0.23,23.20,0.22,22.24,0.22,21.59,0.04,4.19,
278,0.28,27.71,0.25,24.81,0.23,23.20,0.23,22.56,0.22,21.59,0.04,3.54,
280,0.28,27.71,0.25,25.14,0.24,23.53,0.22,22.24,0.22,21.59,0.04,3.87,
282,0.28,27.71,0.25,24.81,0.24,23.53,0.23,22.56,0.22,21.59,0.04,3.87,
284,0.28,28.04,0.25,25.14,0.24,23.53,0.23,22.56,0.22,21.91,0.04,4.19,
286,0.28,27.71,0.25,25.14,0.24,23.85,0.23,22.56,0.22,21.59,0.04,3.54,
288,0.28,28.04,0.25,25.14,0.24,23.53,0.23,22.56,0.22,21.59,0.05,4.51,
290,0.28,28.04,0.25,25.14,0.24,23.85,0.23,22.56,0.22,21.91,0.04,3.87,
292,0.28,28.36,0.25,25.14,0.24,23.85,0.23,22.88,0.22,21.91,0.04,4.19,
294,0.28,28.36,0.25,25.46,0.24,23.85,0.23,22.56,0.22,21.91,0.04,3.87,
296,0.28,28.36,0.25,25.46,0.24,23.53,0.23,22.56,0.22,21.91,0.04,3.87,
298,0.28,28.36,0.25,25.46,0.24,23.53,0.23,22.56,0.22,21.91,0.04,3.87,
300,0.28,28.36,0.25,25.46,0.24,24.17,0.23,22.88,0.22,21.91,0.04,3.87,
302,0.28,28.36,0.25,25.46,0.24,23.85,0.23,22.88,0.22,21.91,0.04,3.87,
304,0.29,28.68,0.25,25.46,0.24,23.85,0.23,22.88,0.22,21.91,0.05,4.51,
306,0.29,28.68,0.25,25.46,0.24,24.17,0.23,22.88,0.22,21.91,0.04,3.54,
308,0.29,29.00,0.26,25.78,0.24,24.17,0.23,22.88,0.22,21.91,0.04,4.19,
310,0.29,29.00,0.26,25.78,0.24,24.17,0.23,22.88,0.22,21.91,0.03,3.22,
312,0.29,28.68,0.26,25.78,0.24,24.17,0.23,22.88,0.22,22.24,0.05,4.51,
314,0.29,28.68,0.26,26.10,0.24,24.49,0.23,22.88,0.22,21.91,0.04,3.87,
316,0.29,29.00,0.26,25.78,0.24,24.17,0.23,22.88,0.22,22.24,0.04,4.19,
318,0.29,29.00,0.26,26.10,0.24,24.17,0.23,22.88,0.22,22.24,0.04,4.19,
320,0.29,29.00,0.26,26.10,0.24,24.49,0.23,23.20,0.22,21.91,0.04,4.19,
322,0.29,29.33,0.26,26.10,0.24,24.49,0.23,22.88,0.22,22.24,0.04,4.19,
324,0.29,29.00,0.26,26.10,0.24,24.49,0.23,23.20,0.22,22.24,0.04,4.19,
326,0.29,29.33,0.26,26.10,0.24,24.49,0.23,23.20,0.22,22.24,0.05,4.83,
328,0.29,29.33,0.26,26.43,0.24,24.49,0.23,23.20,0.22,21.91,0.04,3.87,
331,0.29,29.33,0.26,26.10,0.24,24.49,0.23,23.20,0.22,22.24,0.05,4.51,
333,0.29,29.33,0.26,26.43,0.24,24.49,0.23,23.20,0.22,22.24,0.04,3.87,
335,0.30,29.65,0.26,26.43,0.24,24.49,0.23,23.20,0.22,22.24,0.05,4.51,
337,0.29,29.33,0.26,26.43,0.24,24.49,0.23,23.20,0.22,22.24,0.04,3.87,
339,0.30,29.65,0.27,26.75,0.25,24.81,0.23,23.20,0.22,22.24,0.04,4.19,
341,0.30,29.97,0.26,26.43,0.24,24.49,0.24,23.53,0.22,22.24,0.04,3.87,
343,0.30,29.65,0.27,26.75,0.25,25.14,0.24,23.53,0.22,22.24,0.04,4.19,
345,0.30,29.97,0.27,26.75,0.25,24.81,0.23,23.20,0.23,22.56,0.04,3.87,
347,0.30,29.65,0.27,26.75,0.25,24.81,0.24,23.53,0.23,22.56,0.05,4.51,
349,0.30,29.97,0.27,26.75,0.25,24.81,0.24,23.53,0.23,22.56,0.04,3.87,
351,0.30,29.97,0.27,26.75,0.25,24.81,0.24,23.53,0.23,22.56,0.05,5.16,
353,0.30,29.97,0.27,26.75,0.25,24.81,0.24,23.53,0.23,22.56,0.04,3.87,
355,0.30,30.29,0.27,26.75,0.25,24.81,0.24,23.53,0.23,22.56,0.05,4.51,
357,0.30,29.97,0.27,27.07,0.25,25.14,0.24,23.85,0.22,22.24,0.04,3.87,
359,0.30,30.29,0.27,27.07,0.25,24.81,0.24,23.53,0.23,22.56,0.05,4.51,
361,0.30,29.97,0.27,27.07,0.25,25.14,0.24,23.53,0.23,22.56,0.04,4.19,
363,0.30,30.29,0.27,27.07,0.25,25.46,0.24,23.85,0.23,22.56,0.05,4.51,
365,0.30,30.29,0.27,27.07,0.25,25.14,0.24,23.53,0.23,22.56,0.04,4.19,
367,0.30,30.29,0.27,27.07,0.25,25.46,0.24,23.53,0.23,22.56,0.05,4.51,
369,0.30,30.29,0.27,27.39,0.25,25.46,0.24,23.85,0.23,22.56,0.04,4.19,
371,0.30,30.29,0.27,27.39,0.25,25.14,0.24,23.85,0.23,22.56,0.04,4.19,
373,0.31,30.62,0.27,27.39,0.25,25.46,0.24,23.85,0.23,22.56,0.05,4.51,
375,0.31,30.62,0.27,27.39,0.25,25.14,0.24,23.85,0.23,22.88,0.04,4.19,
377,0.31,30.62,0.27,27.39,0.26,25.78,0.24,23.85,0.23,22.56,0.05,4.51,
379,0.31,30.94,0.28,27.71,0.26,25.78,0.24,23.85,0.23,22.56,0.04,3.87,
381,0.31,30.62,0.28,27.71,0.25,25.46,0.24,23.85,0.23,22.88,0.04,4.19,
383,0.31,30.94,0.27,27.39,0.25,25.46,0.24,24.17,0.23,23.20,0.04,4.19,
385,0.31,30.94,0.28,27.71,0.26,25.78,0.24,24.17,0.23,22.88,0.05,4.83,
387,0.31,30.94,0.28,27.71,0.26,25.78,0.24,23.85,0.23,22.88,0.03,3.22,
389,0.31,30.94,0.28,28.04,0.26,25.78,0.24,24.17,0.23,22.88,0.05,4.51,
391,0.31,31.26,0.28,27.71,0.26,26.10,0.24,24.17,0.23,22.88,0.04,3.87,
393,0.31,31.26,0.28,28.04,0.26,25.78,0.24,24.17,0.23,23.20,0.05,4.51,
395,0.31,30.94,0.28,28.04,0.26,25.78,0.24,24.17,0.23,23.20,0.04,3.87,
397,0.31,31.26,0.28,28.04,0.26,25.78,0.24,24.17,0.23,22.88,0.04,3.87,
399,0.31,31.26,0.28,28.04,0.26,25.78,0.24,24.17,0.23,23.20,0.04,4.19,
401,0.31,31.26,0.28,28.04,0.26,26.10,0.24,24.17,0.23,23.20,0.05,4.51,
403,0.31,31.26,0.28,28.04,0.26,26.10,0.24,24.17,0.23,23.20,0.05,4.51,
405,0.32,31.58,0.28,28.04,0.26,26.10,0.24,24.17,0.23,23.20,0.05,4.51,
407,0.32,31.58,0.28,28.04,0.26,26.10,0.24,24.17,0.23,23.20,0.04,4.19,
409,0.31,31.26,0.28,28.36,0.26,26.10,0.24,24.17,0.24,23.53,0.05,5.16,
411,0.32,31.58,0.28,28.36,0.26,26.10,0.24,24.49,0.23,23.20,0.05,4.51,
413,0.32,31.58,0.28,28.36,0.26,26.10,0.24,24.49,0.23,23.20,0.04,4.19,
415,0.32,31.58,0.28,28.36,0.26,26.43,0.24,24.49,0.24,23.53,0.04,3.87,
417,0.32,31.90,0.28,28.36,0.26,26.43,0.24,24.49,0.24,23.53,0.05,5.16,
419,0.32,31.58,0.29,28.68,0.26,26.43,0.25,24.81,0.24,23.53,0.05,4.51,
421,0.32,31.58,0.28,28.36,0.26,26.43,0.24,24.49,0.24,23.53,0.05,4.83,
423,0.32,31.90,0.29,28.68,0.26,26.10,0.24,24.49,0.24,23.53,0.05,4.83,
425,0.32,31.90,0.29,28.68,0.26,26.43,0.25,24.81,0.24,23.85,0.04,3.87,
427,0.32,31.90,0.29,28.68,0.26,26.43,0.25,24.81,0.24,23.53,0.05,5.16,
429,0.32,31.90,0.29,28.68,0.26,26.43,0.24,24.49,0.24,23.53,0.04,4.19,
431,0.32,32.23,0.29,28.68,0.26,26.43,0.25,24.81,0.24,23.85,0.05,4.83,
433,0.32,31.90,0.29,28.68,0.27,26.75,0.25,24.81,0.24,23.53,0.05,4.51,
435,0.32,31.90,0.29,28.68,0.27,26.75,0.25,24.81,0.24,23.53,0.05,4.83,
437,0.32,32.23,0.29,29.00,0.27,26.75,0.25,24.81,0.24,23.85,0.04,3.87,
439,0.32,31.90,0.29,29.00,0.27,26.75,0.25,24.81,0.24,23.85,0.05,4.83,
441,0.32,31.90,0.29,29.00,0.27,26.75,0.25,24.81,0.24,23.85,0.04,4.19,
443,0.32,31.90,0.29,29.00,0.27,26.75,0.25,24.81,0.24,23.53,0.05,4.83,
445,0.32,32.23,0.29,29.00,0.27,26.75,0.25,24.81,0.24,23.85,0.05,4.51,
447,0.32,31.90,0.29,29.00,0.27,27.07,0.25,24.81,0.24,23.85,0.04,4.19,
449,0.32,31.90,0.29,29.00,0.27,26.75,0.25,24.81,0.24,23.85,0.05,4.51,
451,0.32,32.23,0.29,29.00,0.27,26.75,0.25,25.14,0.24,23.85,0.04,3.87,
453,0.32,32.23,0.29,29.00,0.27,26.75,0.25,25.14,0.24,24.17,0.05,4.51,
455,0.33,32.55,0.29,29.33,0.27,26.75,0.25,24.81,0.24,23.85,0.05,4.51,
457,0.32,32.23,0.29,29.33,0.27,27.07,0.25,25.14,0.24,24.17,0.05,4.83,
459,0.32,32.23,0.29,29.33,0.27,26.75,0.25,25.14,0.24,24.17,0.04,3.87,
461,0.32,32.23,0.29,29.33,0.27,27.39,0.25,25.14,0.24,24.17,0.05,5.16,
463,0.33,32.55,0.29,29.33,0.27,27.07,0.25,25.14,0.24,24.17,0.04,4.19,
465,0.33,32.55,0.29,29.33,0.27,27.07,0.25,25.14,0.24,24.17,0.05,4.83,
467,0.33,32.87,0.29,29.33,0.27,27.39,0.25,25.46,0.24,24.17,0.04,4.19,
469,0.33,32.87,0.30,29.65,0.27,27.39,0.25,25.14,0.24,24.17,0.05,4.51,
471,0.33,32.87,0.30,29.65,0.27,27.39,0.25,25.46,0.24,24.17,0.04,4.19,
473,0.33,32.87,0.30,29.65,0.27,27.39,0.25,25.46,0.24,24.17,0.05,4.51,
475,0.33,32.87,0.30,29.65,0.28,27.71,0.25,25.46,0.24,24.17,0.05,4.83,
477,0.33,32.87,0.30,29.65,0.27,27.39,0.25,25.46,0.24,24.49,0.04,4.19,
479,0.33,32.87,0.30,29.65,0.27,27.39,0.25,25.46,0.24,24.49,0.05,4.51,
481,0.33,32.87,0.30,29.65,0.28,27.71,0.25,25.46,0.24,24.49,0.04,4.19,
483,0.33,32.87,0.30,29.65,0.27,27.39,0.25,25.46,0.24,24.17,0.05,4.83,
485,0.33,33.19,0.30,29.65,0.28,27.71,0.25,25.46,0.24,24.49,0.04,3.87,
487,0.33,33.19,0.30,29.97,0.28,27.71,0.25,25.46,0.24,24.49,0.05,4.51,
489,0.33,33.19,0.30,29.97,0.28,27.71,0.25,25.46,0.24,24.17,0.04,4.19,
491,0.33,33.19,0.30,29.97,0.28,27.71,0.25,25.46,0.24,24.49,0.05,4.83,
493,0.33,33.19,0.30,29.97,0.28,27.71,0.25,25.46,0.24,24.49,0.04,3.87,
495,0.34,33.52,0.30,29.97,0.28,27.71,0.26,25.78,0.24,24.49,0.05,4.83,
497,0.33,33.19,0.30,29.97,0.28,27.71,0.25,25.46,0.25,24.81,0.04,4.19,
499,0.33,33.19,0.30,29.97,0.28,27.71,0.26,25.78,0.25,24.81,0.05,4.83,
501,0.33,33.19,0.30,29.97,0.28,27.71,0.26,25.78,0.24,24.49,0.04,4.19,
503,0.33,33.19,0.30,30.29,0.28,27.71,0.26,25.78,0.24,24.49,0.05,4.83,
505,0.34,33.52,0.30,30.29,0.28,28.04,0.26,25.78,0.24,24.49,0.05,4.51,
507,0.34,33.52,0.30,30.29,0.28,27.71,0.26,25.78,0.25,24.81,0.05,4.51,
509,0.34,33.52,0.30,30.29,0.28,28.04,0.26,25.78,0.25,24.81,0.05,4.83,
511,0.34,33.52,0.30,30.29,0.28,27.71,0.26,25.78,0.25,24.81,0.05,4.51,
513,0.34,33.52,0.30,30.29,0.28,28.04,0.26,26.10,0.25,25.14,0.05,4.83,
515,0.34,33.84,0.30,30.29,0.28,28.04,0.26,26.10,0.25,25.14,0.05,5.16,
517,0.34,33.52,0.30,30.29,0.28,28.04,0.26,25.78,0.25,24.81,0.05,4.83,
519,0.34,33.52,0.30,30.29,0.28,28.04,0.26,25.78,0.25,24.81,0.04,4.19,
521,0.34,33.52,0.30,30.29,0.28,28.04,0.26,26.10,0.25,25.14,0.05,5.48,
523,0.34,33.84,0.31,30.62,0.28,28.36,0.26,26.10,0.25,24.81,0.04,4.19,
525,0.34,33.84,0.31,30.62,0.28,28.04,0.26,26.10,0.25,24.81,0.05,4.83,
527,0.34,33.84,0.31,30.62,0.28,28.04,0.26,26.10,0.25,25.14,0.05,4.51,
529,0.34,33.84,0.31,30.62,0.28,28.36,0.26,26.10,0.25,25.14,0.05,5.16,
531,0.34,33.84,0.31,30.62,0.28,28.36,0.26,26.10,0.25,25.14,0.05,4.83,
533,0.34,33.84,0.31,30.62,0.28,28.36,0.26,26.10,0.25,25.14,0.05,4.83,
535,0.34,34.16,0.31,30.62,0.28,28.36,0.26,26.43,0.25,25.14,0.05,5.48,
537,0.34,34.16,0.31,30.62,0.28,28.36,0.26,26.10,0.25,25.14,0.05,4.83,
539,0.34,33.84,0.31,30.94,0.29,28.68,0.26,26.10,0.25,25.14,0.05,4.83,
541,0.34,33.84,0.31,30.62,0.28,28.36,0.26,26.10,0.25,25.14,0.05,4.51,
543,0.34,34.16,0.31,30.94,0.28,28.36,0.26,26.43,0.25,25.46,0.05,5.16,
545,0.34,34.16,0.31,30.94,0.29,28.68,0.26,26.10,0.25,25.46,0.04,4.19,
547,0.34,34.16,0.31,30.94,0.29,28.68,0.26,26.43,0.25,25.46,0.05,5.16,
